Date,HomeTeam,AwayTeam,AvgBH,AvgBD,AvgBA,FTRn,FTR
8,Liverpool,Brighton,1.1566666666666665,8.156666666666666,19.271666666666665,1,H
8,Southampton,Leicester,2.408333333333333,3.24,3.1633333333333327,-1,A
8,Wolves,Man City,11.183333333333332,6.353333333333334,1.2650000000000001,0,D
8,Fulham,Burnley,1.99,3.3616666666666664,4.176666666666666,2,H
8,Newcastle,Chelsea,5.331666666666667,3.893333333333333,1.6749999999999998,-1,A
8,Watford,Crystal Palace,2.56,3.2466666666666666,2.9266666666666663,1,H
8,Man United,Tottenham,2.5799999999999996,3.3016666666666663,2.8466666666666662,-3,A
9,Brighton,Fulham,2.24,3.358333333333333,3.395,0,D
9,Chelsea,Bournemouth,1.29,6.016666666666667,10.121666666666668,2,H
9,Crystal Palace,Southampton,1.9749999999999999,3.433333333333333,4.1499999999999995,-2,A
9,Everton,Huddersfield,1.5266666666666666,4.083333333333333,7.260000000000001,0,D
9,Leicester,Liverpool,7.083333333333333,4.793333333333334,1.4483333333333333,-1,A
9,Man City,Newcastle,1.11,10.178333333333333,24.575,1,H
9,West Ham,Wolves,2.513333333333333,3.4066666666666663,2.8633333333333333,-1,A
9,Burnley,Man United,5.781666666666666,3.7416666666666667,1.6716666666666666,-2,A
9,Cardiff,Arsenal,6.041666666666667,4.221666666666667,1.57,-1,A
9,Watford,Tottenham,5.425,4.156666666666666,1.626666666666667,1,H
9,Bournemouth,Leicester,2.4099999999999997,3.4433333333333334,2.996666666666666,2,H
9,Chelsea,Cardiff,1.1849999999999998,7.283333333333334,17.25,3,H
9,Huddersfield,Crystal Palace,3.2083333333333335,3.11,2.4633333333333334,-1,A
9,Man City,Fulham,1.125,9.528333333333334,21.55333333333333,3,H
9,Newcastle,Arsenal,4.041666666666667,3.7133333333333334,1.9149999999999998,-1,A
9,Tottenham,Liverpool,2.985,3.6183333333333336,2.328333333333333,-1,A
9,Watford,Man United,4.21,3.566666666666667,1.9216666666666666,-1,A
9,Everton,West Ham,2.0283333333333338,3.6316666666666664,3.685,-2,A
9,Wolves,Burnley,1.7483333333333333,3.5750000000000006,5.386666666666667,1,H
9,Southampton,Brighton,2.103333333333334,3.293333333333333,3.8383333333333334,0,D
9,Brighton,Tottenham,4.823333333333333,3.871666666666666,1.7433333333333334,-1,A
9,Burnley,Bournemouth,2.875,3.3449999999999993,2.556666666666666,4,H
9,Cardiff,Man City,18.926666666666666,7.745,1.1683333333333332,-5,A
9,Crystal Palace,Newcastle,2.12,3.3633333333333333,3.695,0,D
9,Fulham,Watford,2.486666666666667,3.4316666666666666,2.878333333333334,0,D
9,Leicester,Huddersfield,1.6150000000000002,3.876666666666667,6.245,2,H
9,Liverpool,Southampton,1.1966666666666665,7.111666666666667,16.085,3,H
9,Man United,Wolves,1.5716666666666665,4.153333333333333,6.245,0,D
9,Arsenal,Everton,1.4633333333333332,4.796666666666667,6.813333333333333,2,H
9,West Ham,Chelsea,5.761666666666667,4.343333333333333,1.571666666666667,0,D
9,Arsenal,Watford,1.4633333333333332,4.833333333333333,6.625,2,H
9,Chelsea,Liverpool,2.8266666666666667,3.5083333333333333,2.5033333333333334,0,D
9,Everton,Fulham,1.7599999999999998,4.008333333333333,4.5633333333333335,3,H
9,Huddersfield,Tottenham,7.685,4.441666666666666,1.4633333333333332,-2,A
9,Man City,Brighton,1.0916666666666668,11.448333333333332,29.298333333333332,2,H
9,Newcastle,Leicester,2.585,3.266666666666666,2.918333333333333,-2,A
9,West Ham,Man United,4.371666666666666,3.7383333333333333,1.8500000000000003,2,H
9,Wolves,Southampton,1.8416666666666666,3.526666666666667,4.773333333333333,2,H
9,Cardiff,Burnley,2.583333333333333,3.063333333333333,3.1033333333333335,-1,A
10,Bournemouth,Crystal Palace,2.25,3.4616666666666664,3.271666666666667,1,H
10,Brighton,West Ham,2.6650000000000005,3.275,2.811666666666667,1,H
10,Burnley,Huddersfield,2.125,3.065,4.1466666666666665,0,D
10,Crystal Palace,Wolves,2.9316666666666666,3.1933333333333334,2.611666666666667,-1,A
10,Leicester,Everton,2.186666666666667,3.428333333333333,3.466666666666667,-1,A
10,Man United,Newcastle,1.46,4.456666666666667,7.843333333333334,1,H
10,Tottenham,Cardiff,1.23,6.54,13.594999999999999,1,H
10,Watford,Bournemouth,2.131666666666667,3.5733333333333337,3.4466666666666668,-4,A
10,Fulham,Arsenal,4.875,4.323333333333333,1.6649999999999998,-4,A
10,Liverpool,Man City,2.525,3.5266666666666673,2.7916666666666665,0,D
10,Southampton,Chelsea,5.803333333333334,4.038333333333333,1.6183333333333332,-3,A
10,Bournemouth,Southampton,2.018333333333333,3.6199999999999997,3.731666666666667,0,D
10,Cardiff,Fulham,2.46,3.4516666666666667,2.916666666666666,2,H
10,Chelsea,Man United,1.7283333333333335,3.8299999999999996,5.026666666666667,0,D
10,Huddersfield,Liverpool,11.248333333333335,5.318333333333333,1.3133333333333332,-1,A
10,Man City,Burnley,1.0766666666666667,12.11,29.45,5,H
10,Newcastle,Brighton,2.186666666666667,3.1933333333333334,3.7583333333333333,-1,A
10,West Ham,Tottenham,4.028333333333333,3.815,1.9000000000000001,-1,A
10,Wolves,Watford,1.735,3.671666666666667,5.261666666666667,-2,A
10,Everton,Crystal Palace,1.8566666666666665,3.5700000000000003,4.573333333333333,2,H
10,Arsenal,Leicester,1.5300000000000002,4.436666666666667,6.1933333333333325,2,H
10,Brighton,Wolves,3.1950000000000003,3.1316666666666664,2.4583333333333335,1,H
10,Fulham,Bournemouth,2.8299999999999996,3.691666666666667,2.42,-3,A
10,Leicester,West Ham,2.11,3.4416666666666664,3.6833333333333336,0,D
10,Liverpool,Cardiff,1.1050000000000002,10.476666666666667,25.713333333333335,3,H
10,Southampton,Newcastle,2.1233333333333335,3.286666666666667,3.8266666666666667,0,D
10,Watford,Huddersfield,1.7550000000000001,3.6483333333333334,5.153333333333333,3,H
10,Burnley,Chelsea,10.24,4.865,1.3583333333333334,-4,A
10,Crystal Palace,Arsenal,4.498333333333333,4.043333333333333,1.7616666666666667,0,D
10,Man United,Everton,1.72,3.8433333333333333,5.076666666666666,1,H
10,Tottenham,Man City,4.556666666666667,4.09,1.75,-1,A
11,Arsenal,Liverpool,3.6533333333333338,3.736666666666667,2.025,0,D
11,Bournemouth,Man United,3.5533333333333332,3.556666666666667,2.106666666666667,-1,A
11,Cardiff,Leicester,3.6750000000000003,3.311666666666667,2.1666666666666665,-1,A
11,Everton,Brighton,1.6133333333333333,3.928333333333333,6.21,2,H
11,Newcastle,Watford,2.7083333333333335,3.216666666666667,2.783333333333333,1,H
11,West Ham,Burnley,1.7599999999999998,3.6816666666666666,5.061666666666667,2,H
11,Wolves,Tottenham,3.046666666666667,3.3433333333333333,2.44,-1,A
11,Chelsea,Crystal Palace,1.2683333333333333,6.171666666666667,11.418333333333331,2,H
11,Man City,Southampton,1.11,10.238333333333333,25.613333333333333,5,H
11,Huddersfield,Fulham,2.2883333333333336,3.4,3.2566666666666673,1,H
11,Cardiff,Brighton,2.585,3.1366666666666667,3.0316666666666663,1,H
